Country,Year,Access to electricity (% of population),"Annual freshwater withdrawals, total (% of internal resources)",CO2 emissions (metric tons per capita),Total greenhouse gas emissions (kt of CO2 equivalent),Renewable energy consumption (% of total final energy consumption),Renewable electricity output (% of total electricity output),Land Surface Temperature
Uganda,1983-01-01,,0.656820512820513,,,,,
Uganda,1982-01-01,,0.64574358974359,,,,,
Uganda,1981-01-01,,0.634666666666667,,,,,
Uganda,1980-01-01,,0.623589743589744,,,,,
Uganda,1979-01-01,,0.612512820512821,,,,,
Uganda,1978-01-01,,0.601435897435897,,,,,
Uganda,1977-01-01,,0.590358974358974,,,,,
Uganda,1976-01-01,,0.579282051282051,,,,,
Uganda,1975-01-01,,0.568205128205128,,,,,
Uganda,1974-01-01,,0.557128205128205,,,,,
Uganda,1973-01-01,,0.546051282051282,,,,,
Uganda,1972-01-01,,0.534974358974359,,,,,
Uganda,1971-01-01,,0.523897435897436,,,,,
Uganda,1970-01-01,,0.512820512820513,,,,,
Uganda,1969-01-01,,,,,,,
Uganda,1968-01-01,,,,,,,
Uganda,1967-01-01,,,,,,,
Uganda,1966-01-01,,,,,,,
Uganda,1965-01-01,,,,,,,
Uganda,1964-01-01,,,,,,,
Uganda,1963-01-01,,,,,,,
Uganda,1962-01-01,,,,,,,
Uganda,1961-01-01,,,,,,,
Uganda,1960-01-01,,,,,,,
World,2022-01-01,,,,,,,
World,2021-01-01,91.4139413524894,,,,,,
World,2020-01-01,90.4836286979454,9.10951097722045,4.29185309581619,46120921.47,19.7713444783922,,
World,2019-01-01,90.1947155859925,9.16789990252773,4.58203557903014,48089616.91,18.6365420754695,,
World,2018-01-01,89.893732623844,9.13786420037912,4.64129373522904,48069812.64,18.1622254961055,,
World,2017-01-01,89.0195480673107,9.16045748297895,4.5773062634964,47035210.47,17.9191918096439,,
World,2016-01-01,88.192384931519,9.0970863516049,4.55751966254109,46288080.19,17.6767503798965,,
World,2015-01-01,87.0252413350898,9.00101020530396,4.6007965508262,46135596.34,17.424128501114,22.8544560815979,
World,2014-01-01,86.3069690061955,8.99785000063423,4.68181304296171,46235969.43,17.3801085884451,22.4072584526013,
World,2013-01-01,85.8173656729194,,4.71938605295781,45922199.7,17.2116480907934,21.7103458442356,
World,2012-01-01,85.0588741198615,,4.68531041622918,45230397.93,16.9534484358113,20.9015364054271,
World,2011-01-01,84.6243387003253,,4.68950194037128,44714895.87,16.7176270694494,19.9328250152084,
World,2010-01-01,83.5660327863735,,4.60483423828096,43442887.33,16.7477089214717,19.5609975450815,
World,2009-01-01,82.9839617858527,,4.39133164012232,41308021.97,17.092561128788,19.3341818218483,
World,2008-01-01,82.7887991469847,,4.50361726160499,41744912.56,16.6823455651823,18.5547475858688,
World,2007-01-01,82.0958160032311,,4.52806563708505,41442032.12,16.5304259466794,17.881396718674,
World,2006-01-01,81.4688643722278,,4.41713459443952,40128914.6,16.7220207788914,18.116231987348,
World,2005-01-01,80.8359488715867,,4.32979002705054,39003677.98,16.6504964329937,17.9750902418552,
World,2004-01-01,80.0635552527649,,4.22379423380142,37789694.06,16.8184628246129,17.8097162793288,
World,2003-01-01,80.0930969972078,,4.09008161427668,36315561.75,17.1201865700362,17.3785541675535,
World,2002-01-01,79.2303259395068,,3.96147027291307,35018764.11,17.2744732601478,17.7886544086113,
World,2001-01-01,78.8454376034246,,3.9580886917346,34593446.49,17.2630263413407,17.8695911310949,
World,2000-01-01,78.3643758140407,,3.95166042502221,34208319.15,17.5900030929892,18.3331548724724,
World,1999-01-01,74.657853543012,,3.88144181054652,33329416.84,17.8798195787758,18.6645840013692,
World,1998-01-01,73.3502503260939,,3.9074609180637,33134920.9,17.6312834957394,19.0361841257672,
World,1997-01-01,,,3.93527869130493,32918471.19,17.4728657695266,19.3829665671802,
World,1996-01-01,,,3.91958512112778,32523974.52,17.4436634429496,19.5051030209783,
World,1995-01-01,,,3.89387626385927,31923717.14,17.4260070071391,19.8353560896125,
World,1994-01-01,,,3.84202730877612,31131196.23,17.3549006707797,19.5381185785074,
World,1993-01-01,,,3.87498525023737,30852305.35,17.2098891651351,19.787949969373,
World,1992-01-01,,,3.91031029119985,30704762.56,17.165780099204,19.158396961621,
World,1991-01-01,,,3.98334288883055,30804062.57,16.8212735352475,19.2335677739093,
World,1990-01-01,,,4.02086768742079,30629970.88,16.6623297882695,19.3620390501181,
World,1989-01-01,,,,,,,
World,1988-01-01,,,,,,,
World,1987-01-01,,,,,,,
World,1986-01-01,,,,,,,
World,1985-01-01,,,,,,,
World,1984-01-01,,,,,,,
World,1983-01-01,,,,,,,
World,1982-01-01,,,,,,,
World,1981-01-01,,,,,,,
World,1980-01-01,,,,,,,
World,1979-01-01,,,,,,,
World,1978-01-01,,,,,,,
World,1977-01-01,,,,,,,
World,1976-01-01,,,,,,,
World,1975-01-01,,,,,,,
World,1974-01-01,,,,,,,
World,1973-01-01,,,,,,,
World,1972-01-01,,,,,,,
World,1971-01-01,,,,,,,
World,1970-01-01,,,,,,,
World,1969-01-01,,,,,,,
World,1968-01-01,,,,,,,
World,1967-01-01,,,,,,,
World,1966-01-01,,,,,,,
World,1965-01-01,,,,,,,
World,1964-01-01,,,,,,,
World,1963-01-01,,,,,,,
World,1962-01-01,,,,,,,
World,1961-01-01,,,,,,,
World,1960-01-01,,,,,,,
